@USER @USER Yeah he is	NOT	@USER @USER Yeah he is
@USER @USER This is absurd . Read more about the history , politics , and true belifs of fascism . Antifa do not/cannot do the bidding of ruling class because that's what fascism is for aka bootlickers . And u.s. liberals " have always been right leaning . "	NOT	@USER @USER This is absurd. Read more about the history, politics, and true belifs of fascism. Antifa do not/cannot do the bidding of ruling class because that's what fascism is for aka bootlickers. And u.s. liberals" have always been right leaning."
@USER @USER @USER Tippi Hedren was in Julie and Jack ( which rifftrax also did ) . The scene from Birdemic that she is credited for was from that movie playing on the tv in the hotel .	NOT	@USER @USER @USER Tippi Hedren was in Julie and Jack (which rifftrax also did). The scene from Birdemic that she is credited for was from that movie playing on the tv in the hotel.
@USER God is good to us 🙏 👍	NOT	@USER God is good to us  🙏  👍
@USER I don’t know who she is but she don’t sound too hot in the video lol	NOT	@USER I don’t know who she is but she don’t  sound too hot in the video lol
@USER @USER @USER @USER @USER @USER @USER @USER @USER Yes ! You are !	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER Yes! You are!
@USER @USER @USER You say she is your kind of woman . Why don't you do that with the Quran ? I would say then that you are my kind of woman .	NOT	@USER @USER @USER You say she is your kind of woman. Why don't you do that with the Quran? I would say then that you are my kind of woman.
@USER @USER She is !	NOT	@USER @USER She is!
@USER Haven't set any expectations on him ... he has set his own goals chasing his own dreams .. he has asked those questions from the doctor and making decisions with advisement from me his parent ... he is growing to be his own man	NOT	@USER Haven't set any expectations on him... he has set his own goals chasing his own dreams..  he has asked those questions from the doctor and making decisions with advisement from me his parent... he is growing to be his own man
@USER I have adopted a pet from you about 5 yrs ago . She is still with me and her daughter is still with my friends . Her name was Nina but I changed it to Onna . A truly amazing little girl guite the grandmother attitude . I love her so much . I believe she saved me . : )	NOT	@USER I have adopted a pet from you about 5 yrs ago. She is still with me and her daughter is still with my friends. Her name was Nina but I changed it to Onna. A truly amazing little girl guite the grandmother attitude. I love her so much. I believe she saved me. : )
@USER The letter could be seen as a dog whistle to ANTIFA to inform them about the event and jeopardize the safety of possible attendees . " Except it was an internal email . How is that a dog whistle ? "	NOT	@USER The letter could be seen as a dog whistle to ANTIFA to inform them about the event and jeopardize the safety of possible attendees."  Except it was an internal email. How is that a dog whistle?"
@USER @USER Bitch shut up he building his self esteem	OFF	@USER @USER Bitch shut up he building his self esteem
@USER @USER More Jewish theatrics from ((( Google )))	NOT	@USER @USER More Jewish theatrics from (((Google)))
@USER Im not saying he is worse . I have no clue tbh I'm js that shits gonna be terrible if thats the case . TL gonna explode	OFF	@USER Im not saying he is worse. I have no clue tbh I'm js that shits gonna be terrible if thats the case. TL gonna explode
7-1 = 7 I aM nOt CrYiNg YoU aRe 😭 😭 URL	NOT	7-1=7  I aM nOt CrYiNg YoU aRe  😭  😭 URL
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yelp . I lost confidence in them when they gave a local staple a good review . The hamburger was fucking grey . I swear to god . Grey !	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yelp.   I lost confidence in them when they gave a local staple a good review.  The hamburger was fucking grey.  I swear to god.  Grey!
@USER Never had any intentions of showing up . Only intended to delay and testify by way of DNC hit woman lawyer and media . Time to vote on Kavanaugh and any Republican not confirming as Justice should be remembered by all conservatives at the polls .	NOT	@USER Never had any intentions of showing up. Only intended to delay and testify by way of DNC hit woman lawyer and media.  Time to vote on Kavanaugh and any Republican not confirming as Justice should be remembered by all conservatives at the polls.
@USER @USER gas bro 🛵 💨 💨 💨 💨 💨	NOT	@USER @USER gas bro  🛵  💨  💨  💨  💨  💨
@USER @USER @USER She is mentally unstable .	OFF	@USER @USER @USER She is mentally unstable.
@USER Wait until he is on your coaching staff and you will change your mind .	NOT	@USER Wait until he is on your coaching staff and you will change your mind.
@USER Congratulations @USER for putting the NFL into the toilet .	OFF	@USER Congratulations @USER   for putting the NFL into the toilet.
. @USER “ I am breaking all the rules for running as a Democrat by speaking about sensible gun control . A woman at #MarchforOurLives told me how GA’s lax gun laws allowed her daughter to kill herself before she could intervene & begged me to change the laws . We CAN win . ” URL	OFF	.@USER “I am breaking all the rules for running as a Democrat by speaking about sensible gun control. A woman at #MarchforOurLives told me how GA’s lax gun laws allowed her daughter to kill herself before she could intervene &amp; begged me to change the laws. We CAN win.” URL
@USER Why are they searching this mans home he is the one they shot ? who cares if he had a little weed it is a red herring	NOT	@USER Why are they searching this mans home he is the one they shot?who cares if he had a little weed it is a red herring
@USER @USER His own fear of white people .	OFF	@USER @USER His own fear of white people.
@USER Gotta admit ... she’s stacked .	NOT	@USER Gotta admit...she’s stacked.
@USER @USER Thank you . They all do . It will be excited for all . And I love @USER I feel the 💔 for him . He is such a rockstar . ⭐ ️	NOT	@USER @USER Thank you. They all do. It will be excited for all.  And I love @USER  I feel the 💔 for him. He is such a rockstar.  ⭐ ️
@USER @USER You can’t tell us #Conservatives that @USER didn’t connive with @USER to keep all of this under wrap till time for final POTUS vote .. #DirtyPolitics	NOT	@USER @USER You can’t tell us #Conservatives that @USER didn’t connive with @USER to keep all of this under wrap till time for final POTUS vote..#DirtyPolitics
@USER @USER @USER Now we just need antifa outside when they confirm kavanaugh	NOT	@USER @USER @USER Now we just need antifa outside when they confirm kavanaugh
@USER DJT2- You have to remember his daughter is married to am Iranian and so he defends them at all costs . He is a coward and a disgrace . Thank GOD for your Dad or we would all be in a World of hurt !	OFF	@USER DJT2- You have to remember his daughter is married to am Iranian and so he defends them at all costs. He is a coward and a disgrace. Thank GOD for your Dad or we would all be in a World of hurt!
@USER @USER These conservatives are selfish and self serving . This isn’t the “ Trudeau plan ” . The Liberals are working with Conservatives like Mulroney and Ambrose to solve this . It’s not a partisan issue .	OFF	@USER @USER These conservatives are selfish and self serving. This isn’t the “Trudeau plan”. The Liberals are working with Conservatives like Mulroney and Ambrose to solve this. It’s not a partisan issue.
@USER this pesky " first amendment only applies to the radical left when it's there opinion . Otherwise they become very violent when others attempt to speak . Look to the campus's and ANTIFA for proof . "	NOT	@USER this pesky" first amendment only applies to the radical left when it's there opinion. Otherwise they become very violent when others attempt to speak. Look to the campus's and ANTIFA for proof."
@USER And the fact he called you a nigger after you respectfully told him your preference damn near proves that theory 🤦 🏽 ‍ ♀ ️	OFF	@USER And the fact he called you a nigger after you respectfully told him your preference damn near proves that theory  🤦  🏽 ‍ ♀ ️
@USER He is such a good dude ! Where do you work ?	NOT	@USER He is such a good dude! Where do you work?
@USER @USER Looks Like The Jokes On Liberals Again . #FortTrump #Poland #BoomingEconomy URL	NOT	@USER @USER Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy URL
@USER My thoughts and prayers are with the families . Random mass shootings , which plague our nation , are not normal and we as a country can't allow them to be normalized , " Craley said " , The truth is these mass shootings are becoming too " normal " . Gun control would certainly help . "	OFF	@USER My thoughts and prayers are with the families.  Random mass shootings, which plague our nation, are not normal and we as a country can't allow them to be normalized," Craley said",   The truth is these mass shootings are becoming too "normal".  Gun control would certainly help."
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hey we just want everyone to know that you are for POTUS and 🇺 🇸 ! #MAGA !! 🇺 🇸 🇺 🇸 😁 😁 💥 💥 🔥 🔥 👏 👏 👋 👋 💪 💪 💪 👌 👌 👍 👍	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hey we just want everyone to know that you are for POTUS and  🇺  🇸 !  #MAGA!!  🇺  🇸  🇺  🇸  😁  😁  💥  💥  🔥  🔥  👏  👏  👋  👋  💪  💪  💪  👌  👌  👍  👍
@USER He is 💪 💪 💪	NOT	@USER He is  💪  💪  💪
@USER Because of the Mayor	NOT	@USER Because of the Mayor
@USER @USER See . Even liberals are in agreement !	NOT	@USER @USER See.  Even liberals are in agreement!
@USER Baby Brennan boo who I don’t have a security clearance . Get lost Brennan	NOT	@USER Baby Brennan boo who I don’t have a security clearance.  Get lost Brennan
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I think he's a comrade URL	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I think he's a comrade URL
@USER @USER I concede that's likely the case . I do think there's quite a number of people who are being anti-Serena because of who she is	NOT	@USER @USER I concede that's likely the case. I do think there's quite a number of people who are being anti-Serena because of who she is
@USER Chuck is a “ DUCK ! ”	OFF	@USER Chuck is a “ DUCK !”
@USER Diversity = Success ? LMAO	NOT	@USER Diversity = Success?  LMAO
@USER @USER What a waste of one’s short life . 🤷 🏻 ‍ ♂ ️ 🇺 🇸	OFF	@USER @USER What a waste of one’s short life. 🤷  🏻 ‍ ♂ ️ 🇺  🇸
All of this shows just how scared Liberals are of the New @USER that is going to be guided by the Constitution & Bill of Rights . They honestly believed they had made them powerless in today's courts . @USER Trump is #MAGA & Deplorables are helping . URL	OFF	All of this shows just how scared Liberals are of the New @USER that is going to be guided by the Constitution &amp; Bill of Rights. They honestly believed they had made them powerless in today's courts. @USER Trump is #MAGA &amp; Deplorables are helping. URL
@USER @USER Thank you !	NOT	@USER @USER Thank you!
@USER @USER I head a little boy ?	NOT	@USER @USER I head a little boy?
@USER Have the vote . Enough delay tactics . This is an allegation . He is not convicted .	NOT	@USER Have the vote.  Enough delay tactics.  This is an allegation.  He is not convicted.
@USER England averages 26 gun murders per year . It is hilarious that you imply gun control doesnt work in the UK . This must be what Trump call Fake News " . "	NOT	@USER England averages 26 gun murders per year. It is hilarious that you imply gun control doesnt work in the UK. This must be what Trump call Fake News"."
@USER It’s Anita Hill versus Clarence Thomas all over again . I hope this confirmation process has the same end result . #MAGA 😊 👍 🏼 👏 🏼 🙏 🏼 ✌ 🏼 👮 🏻 👩 🏻 ‍ ✈ ️ 🇺 🇸 🇵 🇷	NOT	@USER It’s Anita Hill versus Clarence Thomas all over again. I hope this confirmation process has the same end result.  #MAGA  😊  👍  🏼  👏  🏼  🙏  🏼  ✌  🏼  👮  🏻  👩  🏻 ‍ ✈ ️ 🇺  🇸  🇵  🇷
@USER haaaaaa cause it never happened so if ye gonna tweet shit make sure it’s fact kid 🙄	OFF	@USER haaaaaa cause it never happened so if ye gonna tweet shit make sure it’s fact kid 🙄
@USER @USER @USER @USER I cant even imagine it . I think they would boot her off . She is the craziest reality star of all time .	NOT	@USER @USER @USER @USER I cant even imagine it. I think they would boot her off. She is the craziest reality star of all time.
@USER @USER @USER @USER Antifa means against fascism . And by the way , the only people I have ever used the word Antifa " are conservatard trolls on twitter . just an FYI . The group who is against alt-right , fascist , white supremacist , neo-nazis are just " Most Americans " . "	NOT	@USER @USER @USER @USER Antifa means against fascism. And by the way, the only people I have ever used the word Antifa" are conservatard trolls on twitter. just an FYI. The group who is against alt-right, fascist, white supremacist, neo-nazis are just "Most Americans"."
@USER what about this woman . funny I dont see liberals fighting for her ... URL	NOT	@USER what about this woman  .funny I dont see liberals fighting for her... URL
@USER He is not to be trusted	NOT	@USER He is not to be trusted
@USER @USER @USER @USER @USER @USER @USER @USER And when logic FAILS , you aren't a twitterer like ME ! I am sooo special , I have followers ! I believe , I believe !!!! Stop it with your dumb facts !!!!! " MEGY you are entertaining !!! 🤣🤣🤣🤣🤣🤣🤣🤣🤣 "	NOT	@USER @USER @USER @USER @USER @USER @USER @USER And when logic FAILS, you aren't a twitterer like ME! I am sooo special, I have followers!  I believe, I believe!!!! Stop it with your dumb facts!!!!!" MEGY you are entertaining!!!🤣🤣🤣🤣🤣🤣🤣🤣🤣"
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER DNA testing ? I thought that was the obvious answer . I wouldn’t even want to consider what the snowflakes would say if Border Protection detained or released a child with a pedophile or child trafficker ! ... but I take it Ed doesn’t care ?	OFF	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER DNA testing? I thought that was the obvious answer. I wouldn’t even want to consider what the snowflakes would say if Border Protection detained or released  a child with a pedophile or child trafficker! ... but I take it Ed doesn’t care?
Kanye been cancel the moment he said slavery a choice and rock a maga hat #ImWithSnoop	OFF	Kanye been cancel the moment he said slavery a choice and rock a maga hat #ImWithSnoop
@USER She is so damn cute ! Def with the facial expressions	OFF	@USER She is so damn cute! Def with the facial expressions
@USER Lol shit I just said this on your other tweet 😂 😂	OFF	@USER Lol shit I just said this on your other tweet  😂  😂
@USER @USER Thank you sm !	NOT	@USER @USER Thank you sm!
@USER ABSOLUTELY FALSE . WE ALL KNOW CP24 IS WITH LIBERALS . REMEMBER DOUG FORD IS TRYING TO SAVE TAX PAYERS’MONEY	NOT	@USER ABSOLUTELY FALSE. WE ALL KNOW CP24 IS WITH LIBERALS. REMEMBER DOUG FORD IS TRYING TO SAVE TAX PAYERS’MONEY
@USER By making conservatives so sick we can't make it to the polling place !	OFF	@USER By making conservatives so sick we can't make it to the polling place!
@USER @USER @USER I know how Liberals love to say Conservatives are anti-science Luddites so here for your review , How Your Memory Rewrites the Past " URL	NOT	@USER @USER @USER I know how Liberals love to say Conservatives are anti-science Luddites so here for your review, How Your Memory Rewrites the Past"   URL
@USER You are basically exploiting people with fear of spiders and you know there are a lot of em so you that’s why you stole that pic to scare people who are arachnophobia	NOT	@USER You are basically exploiting people with fear of spiders and you know there are a lot of em so you that’s why you stole that pic to scare people who are arachnophobia
@USER There’s this specific person whose tweets r bugging me since morning .. 🤣 😂 solo fan I guess .. usko har cheez se problem hai aur use shayad aisa lagta hai Jaise he/she is the nly sensible one 🤣 🤣	NOT	@USER There’s this specific person whose tweets r bugging me since morning .. 🤣  😂 solo fan I guess ..usko har cheez se problem hai aur use shayad aisa lagta hai Jaise he/she is the nly sensible one  🤣  🤣
@USER @USER @USER I absolutely agree !! I have tried rallying people on Twitter . Asking them to follow each other . Strength in numbers . I vote . I work the polls for early election and Election Day . I speak with liberals . I forwarded Maxine Walters rants to the secret service .	NOT	@USER @USER @USER I absolutely agree!! I have tried rallying people on Twitter. Asking them to follow each other. Strength in numbers. I vote. I work the polls for early election and Election Day. I speak with liberals. I forwarded Maxine Walters rants to the secret service.
@USER Before long football players will receive about half of what they make now . Let them keep protesting . The players aren’t going to win this .	NOT	@USER Before long football players will receive about half of what they make now. Let them keep protesting. The players aren’t going to win this.
@USER @USER You are really enjoying 😭 ei	NOT	@USER @USER You are really enjoying  😭 ei
@USER And who gives a shit	OFF	@USER And who gives a shit
@USER @USER Common sense tells us she is lying . The story stinks . Justice and the metoo movement force us to give her a platform to answer questions and be taken seriously . She should dace consequences if it is proven without a doubt that she is lying .	NOT	@USER @USER Common sense tells us she is lying. The story stinks. Justice and the metoo movement force us to give her a platform to answer questions and be taken seriously. She should dace consequences if it is proven without a doubt that she is lying.
@USER Can't a man call his dog without some old bat bitching about it ? @USER	NOT	@USER Can't a man call his dog without some old bat bitching about it ?   @USER
@USER @USER Well if she truly thought he was an intruder in her home I would suppose she would revert to her police training . What sickens me is all the media hype that she is going to get off strictly because she is white and he is black . Horrible all the way around .	NOT	@USER @USER Well if she truly thought he was an intruder in her home I would suppose she would revert to her police training.  What sickens me is all the media hype that she is going to get off strictly because she is white and he is black.  Horrible all the way around.
@USER He should leak that shit anyways lol	OFF	@USER He should leak that shit anyways lol
@USER @USER @USER @USER @USER Dad's army	NOT	@USER @USER @USER @USER @USER Dad's army
@USER Could you kiss his ass more ? You are a complete disgrace as a Senator #VoteHimOut #VoteBlue #VoteThemOut #Blackmail URL	OFF	@USER Could you kiss his ass more? You are a complete disgrace as a Senator #VoteHimOut #VoteBlue #VoteThemOut #Blackmail URL
@USER Had to create a whole fake page just to talk shit . 🙄 sis is really just miserable #sad	OFF	@USER Had to create a whole fake page just to talk  shit. 🙄 sis is really just miserable #sad
@USER @USER @USER @USER And you say liberals make false promises ? How’s that wall coming ? How’s that denuclearization of NK coming ? How that “ tax break ” working out for you ? Nice ole tariffs we got there huh ? But yea keep on saying wild outlandish shit to make you feel better	NOT	@USER @USER @USER @USER And you say liberals make false promises? How’s that wall coming? How’s that denuclearization of NK coming? How that “tax break” working out for you? Nice ole tariffs we got there huh? But yea keep on saying wild outlandish shit to make you feel better
@USER #AskAlly Please tell me something what should i do to help my mom when she is at home with a broken leg cause she's in Hospital now with a broken leg 😭 😭 😭 😭	OFF	@USER #AskAlly Please tell me something what should i do to help my mom when she is at home with a broken leg cause she's in Hospital now with a broken leg  😭  😭  😭  😭
@USER @USER Then let the proud boys back on or get rid of Antifa . Lies until one of those two choices comes to fruition . Be the man your parents expected you to be .	NOT	@USER @USER Then let the proud boys back on or get rid of Antifa. Lies until one of those two choices comes to fruition. Be the man your parents expected you to be.
@USER That's it throw race into it again . Did you forget what happened to all the WHITE WOMEN who accused Bill Clinton of sexual allegations . The Liberal Democrats rallied around him . Liberals are the most disgusting disgraceful human beings that God created	OFF	@USER That's it throw race into it again. Did you forget what happened to all the WHITE WOMEN who accused Bill Clinton of sexual allegations. The Liberal Democrats rallied around him. Liberals are the most disgusting disgraceful human beings that God created
15-year-old Allison was completely in awe of the beauty and talented of the incomparable Marin Mazzie . So grateful to have met such an incredible woman and be a witness to her radiance !!! She is so very missed . 🌻 URL	NOT	15-year-old Allison was completely in awe of the beauty and talented of the incomparable Marin Mazzie. So grateful to have met such an incredible woman and be a witness to her radiance!!! She is so very missed. 🌻 URL
@USER You are bringing up honor and decency ? With that yoyo in the picture ? That's rich .	NOT	@USER You are bringing up honor and decency? With that yoyo in the picture? That's rich.
@USER @USER What an interview Evanne !!! So honest and right from the heart . Really moving to hear your personal thoughts on crucial aspects of your life . Fair play to you . You are an amazing person .	NOT	@USER @USER What an interview Evanne!!! So honest and right from the heart. Really moving to hear your personal thoughts on crucial aspects of your life. Fair play to you. You are an amazing person.
@USER @USER All great American Patriots are the dregs of society in the warped and delusional perspective of Joe Blow Biden . He is a disgrace to America .	OFF	@USER @USER All great American Patriots are the dregs of society in the warped and delusional perspective of Joe Blow Biden. He is a disgrace to America.
@USER So she is using the feminist card as a excuse for her behavior in not getting what she wanted when the other competitor that she played was a A WOMAN " who just was simply better than her today . Every woman in that room who applauded to that nonsense I feel sad for you . "	OFF	@USER So she is using the feminist card as a excuse for her behavior in not getting what she wanted when the other competitor that she played was a A WOMAN" who just was simply better than her today. Every woman in that room who applauded to that nonsense I feel sad for you."
@USER @USER is culturally appropiated a Latino nick name . #latinosfortrump !	NOT	@USER @USER is culturally appropiated a Latino nick name.  #latinosfortrump!
... Congratulations . You are truly the greatest speedster the world has ever known .	NOT	...Congratulations. You are truly the greatest speedster the world has ever known.
@USER @USER @USER One word : Antifa .	NOT	@USER @USER @USER One word: Antifa.
@USER @USER @USER And are now the Nazi party ... Antifa URL	NOT	@USER @USER @USER And are now the Nazi party...Antifa URL
@USER @USER @USER I wasn't aware there was big money in sensible gun control 🤔	NOT	@USER @USER @USER I wasn't aware there was big money in sensible gun control 🤔
@USER You are literally one of the most beautiful people I have ever seen in my entire life and I want you to know that .	NOT	@USER You are literally one of the most beautiful people I have ever seen in my entire life and I want you to know that.
@USER Horse Shhh ! Here’s how she is viewed ! URL	NOT	@USER Horse Shhh! Here’s how she is viewed! URL
#Liberals ruin everything . URL	NOT	#Liberals ruin everything. URL
@USER Bono .. get out of town	NOT	@USER Bono ..get out of town
@USER @USER yeah keep mocking her right into a yes vote	OFF	@USER @USER yeah keep mocking her right into a yes vote
@USER I think you are gravely mistaken You can't blame the rise of fascism collective struggle of black people . All politics is identity politics and nobodies freedom " has priority over an other . Capitalism has multiple axis of exploitation and if you ignore one you fail ! "	NOT	@USER I think you are gravely mistaken You can't blame the rise of fascism  collective struggle of black people. All politics is identity politics and nobodies freedom" has priority over an other. Capitalism has multiple axis of exploitation and if you ignore one you fail!"
@USER Could this be another trol post designed to get antifa to get themselves in trouble ?	NOT	@USER Could this be another trol post designed to get antifa to get themselves in trouble?
7th and 8th grade football will be looking for parent volunteers to help assist with our concession stand . If you are interested you my email me at darell . maddox @USER	NOT	7th and 8th grade football will be looking for parent volunteers to help assist with our concession stand.  If you are interested you my email me at darell.maddox@USER
@USER I think this is funny that you're complaining about people being negative about your Ridley Reaction and yet here you are doing a similar thing about the online service ?? I liked your reaction btw :) URL	NOT	@USER I think this is funny that you're complaining about people being negative about your Ridley Reaction and yet here you are doing a similar thing about the online service??   I liked your reaction btw :) URL
@USER @USER @USER @USER @USER She IS the coolest thing in tennis . Way cooler than her opponent tomorrow . By such a long shot . #class #coolaintforsale	NOT	@USER @USER @USER @USER @USER She IS the coolest thing in tennis. Way cooler than her opponent tomorrow. By such a long shot. #class #coolaintforsale
@USER I guess all of those old white guys DO kinda look alike ... 😉 🤭	OFF	@USER I guess all of those old white guys DO kinda look alike...   😉  🤭
@USER White liberals like you and your colored ilk are easily worse than bigots . You are nothing but a coward and victim-hood enabler who wants to keep my kind impoverished via welfare and identity politics . Thank God more people are seeing your evil for what it is	OFF	@USER White liberals like you and your colored ilk are easily worse than bigots. You are nothing but a coward and victim-hood enabler who wants to keep my kind impoverished via welfare and identity politics. Thank God more people are seeing your evil for what it is
@USER @USER @USER @USER @USER So conservatives NEVER get abortions ? Were you alive when abortions were illegal ? I hear it was a pretty awesome time in history .	NOT	@USER @USER @USER @USER @USER So conservatives NEVER get abortions? Were you alive when abortions were illegal? I hear it was a pretty awesome time in history.
@USER this isn't me disagreeing this is me basically saying that i hope you're right but if you are i will spontaneously combust	NOT	@USER this isn't me disagreeing this is me basically saying that i hope you're right but if you are i will spontaneously combust
@USER Omg Jin’s laugh makes me wanna laugh my whole life . He is so adorable	NOT	@USER Omg Jin’s laugh makes me wanna laugh my whole life. He is so adorable
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sanctions used to be the action of last resort now its there weapon of first choice " When was this ? Taking account of this graph URL from URL & URL	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sanctions used to be the action of last resort now its there weapon of first choice" When was this? Taking account of this graph URL  from URL &amp; URL
@USER Aurora is growing and learning stuff quickly ! She is really good at drawing and counting ! Such a intelligent baby ~ " He laughts playfully at kiss being breaked . Pecks his nose . "	NOT	@USER  Aurora is growing and learning stuff quickly! She is really good at drawing and counting! Such a intelligent baby ~ "  He laughts playfully at kiss being breaked. Pecks his nose."
@USER @USER Then we'll be talking about gun control ! 😉	NOT	@USER @USER Then we'll be talking about gun control! 😉
@USER Disgusting !	OFF	@USER Disgusting!
@USER Antifa is a terrorist organization	OFF	@USER Antifa is a terrorist organization
@USER @USER Vinnie’s gonna hunt me down at an antifa march . Shouldn’t be hard to recognise me 😂	NOT	@USER @USER Vinnie’s gonna hunt me down at an antifa march.  Shouldn’t be hard to recognise me  😂
@USER @USER @USER 😀 I’m happy to say the same about conservatives .	NOT	@USER @USER @USER 😀 I’m happy to say the same about conservatives.
@USER @USER @USER These people in the MSM are DISGUSTING 🇺 🇸 🇺 🇸 #MAGA	NOT	@USER @USER @USER These people in the MSM are DISGUSTING  🇺  🇸  🇺  🇸 #MAGA
@USER @USER Shove it The View you are the most despicable show on tv and like everyone always says “ who watches these bimbos ” !	OFF	@USER @USER Shove it The View you are the most despicable show on tv and like everyone always says “who watches these bimbos”!
@USER Hell no #MAGA 🇺 🇸 🇺 🇸 🇺 🇸 🇺 🇸	NOT	@USER Hell no#MAGA  🇺  🇸  🇺  🇸  🇺  🇸  🇺  🇸
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hope she is ok .	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hope she is ok.
@USER @USER Pushed to my limits . URL	OFF	@USER @USER Pushed to my limits. URL
@USER @USER There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench . Times are diff now . Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on @USER	NOT	@USER @USER There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on @USER
@USER @USER @USER I watch Obama for as long as I can stomach him just for the laughs LOL he approves himself to be Even more of a narcissist every day ! He is so full of himself a.k.a. full of shit ! #HangHim	OFF	@USER @USER @USER I watch Obama for as long as I can stomach him just for the laughs LOL he approves himself to be Even more of a narcissist every day! He is so full of himself a.k.a. full of shit! #HangHim
@USER @USER Nope . It's clear and you are lying . Also every accusation against known child molester #RoyMoore was true . Conservatives love ( R)apists .	OFF	@USER @USER Nope. It's clear and you are lying. Also every accusation against known child molester #RoyMoore was true. Conservatives love (R)apists.
#Tories #Labour #GE2017 #Conservatives Conservatives URL Today I can announce that new longer-term partnerships will be opened up to the most ambitious housing associations through a ground-breaking £2 billion initiative ... the first … URL	NOT	#Tories #Labour #GE2017 #Conservatives Conservatives URL Today I can announce that new longer-term partnerships will be opened up to the most ambitious housing associations through a ground-breaking £2 billion initiative...the first… URL
@USER @USER @USER Mark my words : #BLUEWAVE2018 🌊 🌊	NOT	@USER @USER @USER Mark my words: #BLUEWAVE2018  🌊  🌊
20180917 : Don Pittis CBC : Is the People's Party of Canada liberal ? It depends on the definition URL	NOT	20180917: Don Pittis CBC: Is the People's Party of Canada liberal? It depends on the definition URL
@USER We should all believe Feinstein because she is so upstanding . She would never hir a spy from China and employee them for over 10 years . She needs to resign . TRADER .	NOT	@USER We should all believe Feinstein because she is so upstanding. She would never hir a spy from China and employee them for over 10 years. She needs to resign. TRADER.
@USER + constantly reminded of how blessed she is .	NOT	@USER + constantly reminded of how blessed she is.
@USER Too late . #ANTIFA	NOT	@USER Too late. #ANTIFA
@USER @USER I know how you feel Stormy Daniels because I used to be a dancer and a go-go girl I have had 10 years under my belt and I know people like that pay under the table or be a hush money so you are not lying about what you doing people make excuses and they don't own up what they do	NOT	@USER @USER I know how you feel Stormy Daniels because I used to be a dancer and a go-go girl I have had 10 years under my belt and I know people like that pay under the table or be a hush money so you are not lying about what you doing people make excuses and they don't own up what they do
@USER @USER @USER @USER @USER @USER Nobody wants to take your guns , we just want gun control of what guns we will allow you to have " . "	OFF	@USER @USER @USER @USER @USER @USER Nobody wants to take your guns, we just want gun control of what guns we will allow you to have"."
@USER This is not conservative . What has happened to our party ? Lost the plot . @USER	NOT	@USER This is not conservative. What has happened to our party ? Lost the plot. @USER
